EventType;Timestamp;DeviceID;User  ID;Details;Value;fl_work;work_time_per
ПроверкаКассеты;11.10.2023 6:01;Банкомат70;Пользователь46;Проверка состояния кассеты в Банкомат70;Нуждается в замене;0;64
ОтказВОбслуживании;11.10.2023 6:05;Банкомат45;Пользователь47;Отказ в обслуживании в Банкомат45;Техническая ошибка;1;55
ОшибкаВыдачиНаличности;11.10.2023 6:09;Банкомат26;Пользователь45;Ошибка выдачи наличности в Банкомат26;Ошибка механизма;0;69
ПроверкаЭнергоснабжения;11.10.2023 6:09;Банкомат44;Пользователь11;Проверка состояния энергоснабжения в Банкомат44;Проблемы с энергоснабжением;1;91
АварийноеВыключение;11.10.2023 6:11;Банкомат64;Пользователь39;Аварийное отключение устройства Банкомат64;Устройство отключено;1;59
ОбслуживаниеТребуется;11.10.2023 6:15;Банкомат81;Пользователь54;Требуется обслуживание Банкомат81;Профилактическое;1;93
ОшибкаПриемаКупюр;11.10.2023 6:15;Банкомат8;Пользователь52;Ошибка приема купюр в Банкомат8;Купюра зажевана;0;74
ЗаменаКассеты;11.10.2023 6:17;Банкомат3;Пользователь39;Кассета заменена в Банкомат3;1299;1;54
ОбработкаЗапроса;11.10.2023 6:21;Банкомат63;Пользователь35;Обработка запроса пользователя Пользователь35 в Банкомат63;;0;73
СостояниеУстройстваИзменено;11.10.2023 6:22;Банкомат35;Пользователь25;Состояние устройства Банкомат35 изменилось;Открыто;0;75
СостояниеПриемаКупюр;11.10.2023 6:27;Банкомат63;Пользователь20;Состояние устройства приема купюр в Банкомат63 проверено;Не работает;1;85
ОбновлениеПрограммногоОбеспечения;11.10.2023 6:28;Банкомат10;Пользователь76;Обновление ПО в Банкомат10;Не удалось;0;72
ПроблемаСоСвязью;11.10.2023 6:30;Банкомат23;Пользователь34;Проблема со связью в Банкомат23;Потеря соединения;1;58
УстановкаОбновлений;11.10.2023 6:34;Банкомат49;Пользователь78;Установка обновлений в Банкомат49;Не удалось;1;85
ОшибкаПриемаКупюр;11.10.2023 6:35;Банкомат57;Пользователь18;Ошибка приема купюр в Банкомат57;Купюра повреждена;0;56
ПроверкаЭнергоснабжения;11.10.2023 6:35;Банкомат76;Пользователь64;Проверка состояния энергоснабжения в Банкомат76;Энергоснабжение в порядке;0;60
ОбновлениеПрограммногоОбеспечения;11.10.2023 6:40;Банкомат76;Пользователь81;Обновление ПО в Банкомат76;Не удалось;0;84
