EventType,Timestamp,DeviceID,User  ID,Details,Value,predicted_has_error,datetime,Date,fl_work,work_time_per
ПроверкаКассеты,2023-10-11 01:17:49,Банкомат79,Пользователь23,Проверка состояния кассеты в Банкомат79,Хорошее,False,2023-10-11 01:17:49,2023-10-11,0,86
ОшибкаСети,2023-10-11 01:21:32,Банкомат68,Пользователь75,Ошибка сети в Банкомат68,Потеря пакетов,False,2023-10-11 01:21:32,2023-10-11,0,74
ЗавершениеТранзакции,2023-10-11 01:23:30,Банкомат19,Пользователь22,Транзакция завершена в Банкомат19,Не удалось,True,2023-10-11 01:23:30,2023-10-11,1,71
ПроверкаСистемныхЛогов,2023-10-11 01:25:17,Банкомат57,Пользователь71,Проверка системных логов в Банкомат57,Ошибок не найдено,True,2023-10-11 01:25:17,2023-10-11,1,67
ЗавершениеТранзакции,2023-10-11 01:26:35,Банкомат74,Пользователь90,Транзакция завершена в Банкомат74,Успешно,False,2023-10-11 01:26:35,2023-10-11,1,74
ОбновлениеБезопасности,2023-10-11 01:27:11,Банкомат55,Пользователь74,Обновление систем безопасности в Банкомат55,Не удалось,True,2023-10-11 01:27:11,2023-10-11,0,83
ОшибкаСинхронизацииДанных,2023-10-11 01:30:59,Банкомат35,Пользователь8,Ошибка синхронизации данных в Банкомат35,Неверные данные,False,2023-10-11 01:30:59,2023-10-11,1,94
ОбслуживаниеТребуется,2023-10-11 01:33:29,Банкомат51,Пользователь73,Требуется обслуживание Банкомат51,Профилактическое,False,2023-10-11 01:33:29,2023-10-11,0,77
СигнализацияОшибки,2023-10-11 01:38:26,Банкомат20,Пользователь21,Сигнализация ошибки в Банкомат20,Ошибка связи,True,2023-10-11 01:38:26,2023-10-11,0,96
ПроверкаЭнергоснабжения,2023-10-11 01:39:58,Банкомат25,Пользователь67,Проверка состояния энергоснабжения в Банкомат25,Проблемы с энергоснабжением,True,2023-10-11 01:39:58,2023-10-11,0,59
ОбновлениеПрограммногоОбеспечения,2023-10-11 01:42:55,Банкомат55,Пользователь46,Обновление ПО в Банкомат55,Успешно,False,2023-10-11 01:42:55,2023-10-11,1,63
ЗаменаКартриджа,2023-10-11 01:46:29,Банкомат93,Пользователь17,Замена картриджа в Банкомат93,Успешно,False,2023-10-11 01:46:29,2023-10-11,1,67
ОшибкаВыдачиНаличности,2023-10-11 01:47:07,Банкомат47,Пользователь57,Ошибка выдачи наличности в Банкомат47,Купюры отсутствуют,False,2023-10-11 01:47:07,2023-10-11,0,60
ПроверкаСистемныхЛогов,2023-10-11 01:48:29,Банкомат70,Пользователь68,Проверка системных логов в Банкомат70,Ошибок не найдено,True,2023-10-11 01:48:29,2023-10-11,1,77
ОшибкаЖесткогоДиска,2023-10-11 01:51:15,Банкомат32,Пользователь25,Ошибка жесткого диска в Банкомат32,Ошибка чтения,True,2023-10-11 01:51:15,2023-10-11,0,66
ПроверкаСостоянияСвязи,2023-10-11 01:55:05,Банкомат13,Пользователь87,Проверка состояния связи в Банкомат13,Хорошее,False,2023-10-11 01:55:05,2023-10-11,1,90
ПроверкаСостоянияКарт,2023-10-11 02:00:13,Банкомат61,Пользователь81,Проверка состояния карт в Банкомат61,Все карты в порядке,False,2023-10-11 02:00:13,2023-10-11,0,95
АварийноеВыключение,2023-10-11 02:03:10,Банкомат76,Пользователь29,Аварийное отключение устройства Банкомат76,Устройство отключено,True,2023-10-11 02:03:10,2023-10-11,0,50
ПроверкаСостоянияПечати,2023-10-11 02:07:40,Банкомат19,Пользователь19,Проверка состояния печати в Банкомат19,Принтер не работает,True,2023-10-11 02:07:40,2023-10-11,1,61
ОтказВОбслуживании,2023-10-11 02:09:33,Банкомат80,Пользователь24,Отказ в обслуживании в Банкомат80,Техническая ошибка,True,2023-10-11 02:09:33,2023-10-11,0,62
ОбновлениеПрограммногоОбеспечения,2023-10-11 02:12:43,Банкомат49,Пользователь71,Обновление ПО в Банкомат49,Не удалось,True,2023-10-11 02:12:43,2023-10-11,1,94
ОшибкаОбновления,2023-10-11 02:17:21,Банкомат14,Пользователь25,Ошибка обновления в Банкомат14,Ошибка совместимости,True,2023-10-11 02:17:21,2023-10-11,1,55
ОшибкаВыдачиНаличности,2023-10-11 02:20:03,Банкомат68,Пользователь4,Ошибка выдачи наличности в Банкомат68,Купюры отсутствуют,False,2023-10-11 02:20:03,2023-10-11,0,93
ПроверкаЭнергоснабжения,2023-10-11 02:24:51,Банкомат65,Пользователь40,Проверка состояния энергоснабжения в Банкомат65,Энергоснабжение в порядке,False,2023-10-11 02:24:51,2023-10-11,0,60
ЗавершениеТранзакции,2023-10-11 02:26:35,Банкомат57,Пользователь85,Транзакция завершена в Банкомат57,Успешно,False,2023-10-11 02:26:35,2023-10-11,1,83
ОшибкаЖесткогоДиска,2023-10-11 02:31:20,Банкомат73,Пользователь42,Ошибка жесткого диска в Банкомат73,Ошибка чтения,True,2023-10-11 02:31:20,2023-10-11,0,70
ПроверкаЭнергоснабжения,2023-10-11 02:32:47,Банкомат70,Пользователь40,Проверка состояния энергоснабжения в Банкомат70,Энергоснабжение в порядке,False,2023-10-11 02:32:47,2023-10-11,0,70
ОшибкаВыдачиНаличности,2023-10-11 02:33:57,Банкомат63,Пользователь26,Ошибка выдачи наличности в Банкомат63,Купюры отсутствуют,False,2023-10-11 02:33:57,2023-10-11,1,54
ЗаменаКартриджа,2023-10-11 02:41:04,Банкомат10,Пользователь84,Замена картриджа в Банкомат10,Не удалось,True,2023-10-11 02:41:04,2023-10-11,0,86
ЗаменаКартриджа,2023-10-11 02:43:33,Банкомат82,Пользователь68,Замена картриджа в Банкомат82,Успешно,False,2023-10-11 02:43:33,2023-10-11,0,54
ОбновлениеПрограммногоОбеспечения,2023-10-11 02:43:43,Банкомат66,Пользователь11,Обновление ПО в Банкомат66,Успешно,False,2023-10-11 02:43:43,2023-10-11,0,51
ПроверкаСостоянияКарт,2023-10-11 02:47:39,Банкомат71,Пользователь45,Проверка состояния карт в Банкомат71,Некоторые карты повреждены,False,2023-10-11 02:47:39,2023-10-11,1,82
ПроверкаСистемныхЛогов,2023-10-11 02:47:44,Банкомат89,Пользователь48,Проверка системных логов в Банкомат89,Найдены ошибки,True,2023-10-11 02:47:44,2023-10-11,0,83
